KKKt	#		Title	Author	Date	Pages	Last Edition	Owned	Status	Date Started	Date Finished	Days Read	Pages per Day	Rating				rating	r/tbr																																																										
	0288	0	The Secret Agent 	Conrad, Joseph	1907	250	2018								M																																																														
	0289	0	Mother 	Gorky, Maxim	1907	500	2018																																																																						
	0290	0	The House on the Borderland 	Hodgson, William Hope	1908	150	2018																																																																						
	0291	0	The Old Wives' Tale 	Bennett, Arnold	1908	600	2018																																																																						
	0292	0	The Iron Heel 	London, Jack	1907	350	2006																																																																						
	0293	0	The Inferno 	Barbusse, Henri	1908	100	2018																																																																						
	0294	0	Tono-Bungay 	Wells, H.G.	1909	350	2006																																																																						
	0295	0	A Room With a View 	Forster, E.M.	1908	250	2018								M																																																														
	0296	0	Strait is the Gate 	Gide, André	1909	250	2018																																																																						
	0297	0	Martin Eden 	London, Jack	1909	400	2006																																																																						
	0298	0	Three Lives 	Stein, Gertrude	1909	250	2006																																																																						
	0299	0	The Notebooks of Malte Laurids Brigge	Rilke, Rainer Maria	1910	250	2018																																																																						
	0300	0	Howards End 	Forster, E.M.	1910	350	2018																																																																						
	0301	0	Impressions of Africa 	Roussel, Raymond	1910	250	2018																																																																						
	0302	0	Fantômas 	Allain, Marcel	1911	300	2018																																																																						
	0303	0	Ethan Frome 	Wharton, Edith	1911	150	2018																																																																						
	0304	0	The Charwoman's Daughter 	Stephens, James	1912	250	2018																																																																						
	0305	0	Death in Venice 	Mann, Thomas	1912	150	2018																																																																						
	0306	0	Sons and Lovers 	Lawrence, D.H.	1913	450	2018																																																																						
	0307	0	The Ragged Trousered Philanthropists 	Tressell, Robert	1914	400	2018																																																																						
	0308	0	Platero and I	Jimenez, Juan Ramon	1914	50	2018																																																																						
	0309	0	Tarzan of the Apes 	Rice Burroughs, Edgar	1914	250	2018																																																																						
	0310	0	Rosshalde 	Hesse, Herman	1914	200	2006																																																																						
	0311	0	Locus Solus 	Roussel, Raymond	1914	250	2018																																																																						
	0312	0	Kokoro	Soseki, Natsume	1914	250	2018																																																																						
	0313	0	The Thirty-Nine Steps 	Buchan, John	1915	100	2018								M																																																														
	0314	0	The Rainbow 	Lawrence, D.H.	1915	450	2018																																																																						
	0315	0	Of Human Bondage 	Maugham, W. Somerset	1915	600	2018																																																																						
	0316	0	The Voyage Out 	Woolf, Virginia	1915	400	2006																																																																						
	0317	0	The Good Soldier 	Ford, Ford Madox	1915	200	2018																																																																						
	0318	0	Rashomon 	Ryunosuke, Akutagawa	1915	100	2018								M																																																														
	0319	0	Under Fire 	Barbusse, Henri	1916	350	2018																																																																						
	0320	0	A Portrait of the Artist as a Young Man 	Joyce, James	1916	250	2018																																																																						
	0321	0	Bunner Sisters 	Wharton, Edith	1916	100	2006																																																																						
	0322	0	The Underdogs	Azuela, Mariano	1916	200	2018																																																																						
	0323	0	Pallieter	Timmermans, Felix	1916	250	2018																																																																						
	0324	0	The Home and the World	Tagore, Rabindranath	1916	250	2018																																																																						
	0325	0	Growth of the Soil 	Hamsun, Knut	1917	600	2018																																																																						
	0326	0	Summer 	Wharton, Edith	1917	200	2006																																																																						
	0327	0	The Shadow Line 	Conrad, Joseph	1917	150	2006																																																																						
